sys_RespNum,sys_RespStatus,sys_DataSource,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_RespRemoved,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,Consent,CBCwatchexercise_Random1,CBCwatchexercise_Random2,CBCwatchexercise_Random3,CBCwatchexercise_Random4,CBCwatchexercise_Fixed1,CBCwatchexercise_Random5,CBCwatchexercise_Random6,CBCwatchexercise_Fixed2,CBCwatchexercise_Random7,CBCwatchexercise_Fixed3,CBCwatchexercise_Random8,CBCwatchexercise_Random9,CBCwatchexercise_Random10,CBCwatchexercise_Random11,CBCwatchexercise_Random12,PilotTestOpenEnded,OwnWatch,LuxuryWatch,IMC,DemoAge,DemoGender,DemoGender_4_other,DemoEducation,sys_CBCVersion_CBCwatchexercise,sys_CBCDesignID_CBCwatchexercise,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,OwnWatchSegment,PROLIFICPID,OpenEndProdCatShoes,OpenEndProdCatCars,OpenEndProdCatWatches,WarmUp1,WarmUp2,WarmUp3,DemoOwnWatch,DemoTypeOfWatch,DemoWatchUseCase_1,DemoWatchUseCase_2,DemoWatchUseCase_3,DemoWatchUseCase_4,DemoWatchWTP,DemoBrandRecognition,OpenEndedIdealWatch,DemoAestheticImportance1_1,DemoAestheticImportance2_1,DemoTimeSpentGrooming,DemoIncome,DemoRentOwn,DemoSocialMedia,sys_pagetime_24,sys_pagetime_25,sys_pagetime_26,sys_pagetime_27,sys_pagetime_28,sys_pagetime_29,sys_pagetime_30,DemoAge_real,DemoEducation_real,DemoIncome_real,DemoSocialMedia_real,DemoAestheticImportance1_1_real,DemoAestheticImportance2_1_real,DemoTimeSpentGrooming_real,DemoOwnWatch_real,DemoWatchWTP_real
225,5.0,1.0,08 Mar 2023 - 20:00:54 EST,08 Mar 2023 - 20:11:15 EST,621.0,619.0,1678323654.0,1678324275.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Windows 10.0,Chrome 109.0.0.0,2600:100f:b07c:f596:edba:cbca:6c4:7a80,1903.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,5.0,2.0,1.0,,4.0,225.0,CBC1_1677959355_6,,270.0,17.0,7.0,8.0,26.0,14.0,8.0,5.0,5.0,12.0,5.0,5.0,8.0,5.0,6.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,,633f13d17cdae412322eabd0,shoes,cars,watches,2.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,I would prefer a non-plastic and non-gold watch.,3.0,4.0,4.0,1.0,2.0,6.0,4.0,6.0,7.0,24.0,101.0,19.0,27.0,-1.5,0.0,-5.5,2.5,0.0,1.0,0.5,4.0,-2.0
226,5.0,1.0,08 Mar 2023 - 20:00:54 EST,08 Mar 2023 - 20:04:32 EST,218.0,216.0,1678323654.0,1678323872.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Chrome OS,Chrome 110.0.0.0,2600:4040:910f:2600:147f:b7d4:a04b:1ba7,1517.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,5.0,3.0,1.0,,6.0,226.0,CBC1_1677959355_6,,10.0,18.0,6.0,6.0,14.0,9.0,6.0,3.0,3.0,7.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,,5edd3d8267f8fc0c4d67bc00,shoes,cars,watches,1.0,2.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,4.0,4.0,I would want an aesthetically pleasing watch.,4.0,4.0,4.0,8.0,1.0,5.0,3.0,3.0,7.0,15.0,42.0,12.0,15.0,-0.5,2.0,1.5,1.5,1.0,1.0,0.5,2.0,0.0
227,5.0,1.0,08 Mar 2023 - 20:01:16 EST,08 Mar 2023 - 20:08:11 EST,415.0,420.0,1678323676.0,1678324091.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2600:4040:477e:8500:d0e0:5b48:5ff3:fb39,1903.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,5.0,3.0,1.0,,4.0,227.0,CBC1_1677959355_6,,23.0,5.0,4.0,4.0,7.0,7.0,6.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,39.0,3.0,4.0,3.0,,5a8f13595292b80001235e09,shoes,cars,watches,1.0,2.0,2.0,4.0,5.0,1.0,1.0,0.0,0.0,3.0,6.0,"simple, modern, unique",5.0,4.0,5.0,6.0,3.0,5.0,5.0,225.0,2.0,6.0,18.0,9.0,12.0,-0.5,0.0,-0.5,1.5,2.0,1.0,1.5,4.0,-1.0
228,5.0,1.0,08 Mar 2023 - 20:01:35 EST,08 Mar 2023 - 20:07:58 EST,383.0,393.0,1678323695.0,1678324078.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Mac OS X 10.15.7,Safari 16.1,2603:8001:793f:b1be:850e:4fa2:f8ed:579,1374.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,5.0,4.0,2.0,,6.0,228.0,CBC1_1677959355_6,,150.0,6.0,3.0,5.0,8.0,7.0,9.0,4.0,5.0,4.0,5.0,8.0,3.0,4.0,26.0,10.0,5.0,13.0,5.0,7.0,3.0,5.0,,63a0d718bbed03d92665039e,shoes,cars,watches,2.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,5.0,4.0,My 1979 gold and silver Rolex oyster,4.0,5.0,4.0,8.0,2.0,5.0,20.0,5.0,6.0,7.0,33.0,8.0,19.0,0.5,2.0,1.5,1.5,1.0,2.0,0.5,3.0,1.0
229,5.0,1.0,08 Mar 2023 - 20:01:38 EST,08 Mar 2023 - 20:04:59 EST,201.0,198.0,1678323698.0,1678323899.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,12.1.132.2,1691.0,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,5.0,2.0,1.0,,5.0,229.0,CBC1_1677959355_6,,3.0,14.0,8.0,5.0,11.0,9.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,,5fbc56c0293d73121cdc1eb5,shoes,cars,watches,2.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,4.0,4.0,It is silver or black and never gold.,2.0,3.0,2.0,12.0,2.0,1.0,2.0,3.0,5.0,11.0,25.0,44.0,15.0,-1.5,1.0,5.5,-2.5,-1.0,0.0,-1.5,1.0,0.0
230,5.0,1.0,08 Mar 2023 - 20:01:52 EST,08 Mar 2023 - 20:04:26 EST,154.0,152.0,1678323712.0,1678323866.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2603:9000:8908:200:a1e5:ebee:7430:f2c6,2543.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,5.0,1.0,1.0,,3.0,230.0,CBC1_1677959355_6,,3.0,5.0,5.0,4.0,13.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,6.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,,5f6c102b6ec04317fc9a8127,shoe,car,watch,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,"elegant, sleek design",5.0,3.0,4.0,12.0,2.0,2.0,2.0,2.0,4.0,13.0,18.0,10.0,15.0,-2.5,-1.0,5.5,-1.5,2.0,0.0,0.5,4.0,-1.0
231,5.0,1.0,08 Mar 2023 - 20:02:01 EST,08 Mar 2023 - 20:09:08 EST,427.0,422.0,1678323721.0,1678324148.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Mac OS X 10.15.7,Chrome 110.0.0.0,71.208.56.161,1728.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,5.0,2.0,1.0,,6.0,231.0,CBC1_1677959355_6,,4.0,7.0,4.0,5.0,15.0,34.0,11.0,4.0,2.0,6.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,,5afa1dfb3aba4900015f26a6,shoes,cars,watches,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,7.0,4.0,"I like round watch face, I think for a guy it is better than the ""long face"" design. Then I like darker watch face, because I think it is easier to see time, and that's my preference. I like leather watchband, I think it is more comfortable, stylish and easier to match with clothes. I do like the watch with a little bit diamonds, because otherwise it will be boring. I don't want it to be too much tho. I think my idea watch will look luxury, elegant yet not too feminine.",5.0,4.0,4.0,10.0,2.0,5.0,2.0,3.0,4.0,11.0,231.0,24.0,21.0,-1.5,2.0,3.5,1.5,2.0,1.0,0.5,1.0,3.0
232,4.0,1.0,08 Mar 2023 - 20:02:33 EST,08 Mar 2023 - 20:03:27 EST,54.0,54.0,1678323753.0,1678323807.0,0.0,,TeminateIncomplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.57",Windows 10.0,Edg 110.0.1587.57,73.112.197.109,1519.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,7.0,7.0,4.0,20.0,16.0,,,,,,,,,,,,,,,,,,,633e14bdd205bc78a12e3f97,shoes,cars,watches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,5.0,1.0,08 Mar 2023 - 20:02:34 EST,08 Mar 2023 - 20:09:36 EST,422.0,420.0,1678323754.0,1678324176.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2607:fb90:8d0b:e8cd:28ea:9598:cbee:2104,1474.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,5.0,4.0,1.0,,5.0,233.0,CBC1_1677959355_6,,36.0,10.0,9.0,7.0,11.0,158.0,5.0,4.0,3.0,8.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,5.0,2.0,2.0,3.0,3.0,,5ca6daaed928190016013365,shoes,cars,watches,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,I like the band and face to have different colors.  Also comfortable and able to see in the dark when a button is pressed.  (by the way the answer before this only let me choose one option of brands I have heard of vs multiple),3.0,4.0,3.0,9.0,2.0,5.0,3.0,3.0,4.0,16.0,68.0,14.0,14.0,0.5,1.0,2.5,1.5,0.0,1.0,-0.5,1.0,-2.0
234,5.0,1.0,08 Mar 2023 - 20:02:44 EST,08 Mar 2023 - 20:10:45 EST,481.0,478.0,1678323764.0,1678324245.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,24.236.185.16,1642.0,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,5.0,3.0,1.0,,3.0,234.0,CBC1_1677959355_6,,30.0,22.0,15.0,11.0,18.0,29.0,10.0,5.0,3.0,16.0,6.0,6.0,4.0,5.0,3.0,4.0,3.0,7.0,2.0,5.0,2.0,3.0,,5d6920acf59886000119e73e,shoes,cars,watches,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,4.0,One that is aesthetically pleasing. Dark or silver band. Not flashy.,3.0,4.0,2.0,10.0,2.0,5.0,9.0,7.0,12.0,44.0,141.0,35.0,21.0,-0.5,-1.0,3.5,1.5,0.0,1.0,-1.5,3.0,0.0
235,5.0,1.0,08 Mar 2023 - 20:02:51 EST,08 Mar 2023 - 20:05:32 EST,161.0,160.0,1678323771.0,1678323932.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2603:7080:a3e:4f00:7923:36b6:1666:39af,1263.0,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,5.0,2.0,1.0,,2.0,235.0,CBC1_1677959355_6,,5.0,17.0,6.0,6.0,11.0,9.0,4.0,4.0,2.0,8.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,,5ffd2c0699c3912436845113,shoes,cars,watches,1.0,2.0,2.0,5.0,,,,,,,,,3.0,3.0,3.0,1.0,2.0,6.0,3.0,4.0,8.0,,,15.0,16.0,-1.5,-2.0,-5.5,2.5,0.0,0.0,-0.5,5.0,
236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,5.0,1.0,08 Mar 2023 - 20:03:22 EST,08 Mar 2023 - 20:07:16 EST,234.0,234.0,1678323802.0,1678324036.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,107.77.222.186,1519.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,5.0,2.0,2.0,,6.0,237.0,CBC1_1677959355_6,,10.0,29.0,9.0,4.0,15.0,19.0,16.0,3.0,3.0,6.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,,63d13e1ef5f97ea9865523c7,shoes,vehicles,watches,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,Shiny with a big screen and diamonds on it.,5.0,5.0,5.0,11.0,2.0,6.0,2.0,3.0,3.0,10.0,39.0,11.0,15.0,-1.5,2.0,4.5,2.5,2.0,2.0,1.5,1.0,0.0
238,4.0,1.0,08 Mar 2023 - 20:03:22 EST,08 Mar 2023 - 20:03:51 EST,29.0,28.0,1678323802.0,1678323831.0,0.0,,TeminateIncomplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Mac OS X 10.15.7,Chrome 110.0.0.0,2601:100:8480:f890:355d:7c92:54b8:23ce,1076.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,4.0,10.0,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,610cbef5e2780c8538a75d0f,sneakers,cars,watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,5.0,1.0,08 Mar 2023 - 20:04:16 EST,08 Mar 2023 - 20:29:58 EST,1542.0,1538.0,1678323856.0,1678325398.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Mac OS X 10.15.7,Chrome 110.0.0.0,24.243.153.181,1355.0,,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,5.0,5.0,2.0,,6.0,239.0,CBC1_1677959355_6,,1254.0,9.0,4.0,5.0,23.0,10.0,5.0,5.0,4.0,10.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,,56c113f6eb5b22000d5baa6f,shoes,cars,watches,1.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,"My ideal watch is very simple -- dark brown leather band, white face. Minimal ""metal"". Silver, not gold. Round face, but small-ish. Not noticeable. Tasteful. Sedate.",4.0,4.0,4.0,11.0,1.0,5.0,4.0,4.0,4.0,16.0,97.0,14.0,25.0,1.5,2.0,4.5,1.5,1.0,1.0,0.5,3.0,0.0
240,5.0,1.0,08 Mar 2023 - 20:04:32 EST,08 Mar 2023 - 20:08:05 EST,213.0,210.0,1678323872.0,1678324085.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2603:6080:2800:6a00:8c05:bfb:5503:558c,1903.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,5.0,2.0,1.0,,5.0,240.0,CBC1_1677959355_6,,3.0,10.0,10.0,5.0,12.0,9.0,6.0,3.0,2.0,6.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,10.0,2.0,2.0,,60cf382898b50ef89e5efab3,Shoes,Sedans,Watches,1.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,Dark rubber band. Functional and rugged. Shock proof and digital.,4.0,4.0,3.0,11.0,2.0,5.0,4.0,3.0,6.0,15.0,40.0,16.0,16.0,-1.5,1.0,4.5,1.5,1.0,1.0,-0.5,4.0,-1.0
241,4.0,1.0,08 Mar 2023 - 20:04:46 EST,08 Mar 2023 - 20:05:28 EST,42.0,42.0,1678323886.0,1678323928.0,0.0,,TeminateIncomplete,1.0,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Chrome OS,Chrome 110.0.0.0,2603:6011:b240:3800:2069:1c77:688c:b23f,1300.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,10.0,7.0,9.0,5.0,11.0,,,,,,,,,,,,,,,,,,,62961bfdbe5f238d3225db72,shoes,cars,watches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,5.0,1.0,08 Mar 2023 - 20:04:59 EST,08 Mar 2023 - 20:08:11 EST,192.0,192.0,1678323899.0,1678324091.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (iPad; CPU OS 15_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.83 Mobile/15E148 Safari/604.1",,Mobile 15E148,68.51.55.249,810.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,5.0,2.0,2.0,,5.0,242.0,CBC1_1677959355_6,,7.0,8.0,4.0,6.0,14.0,10.0,8.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,,5b0482fc325b6c0001bbb7f0,Shoes,Cars,Watches,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,4.0,4.0,Black band with gold metal and light watch face.,4.0,5.0,5.0,8.0,1.0,6.0,3.0,5.0,4.0,9.0,37.0,9.0,15.0,-1.5,1.0,1.5,2.5,1.0,2.0,1.5,1.0,0.0
243,5.0,1.0,08 Mar 2023 - 20:05:16 EST,08 Mar 2023 - 20:09:57 EST,281.0,279.0,1678323916.0,1678324197.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,75.131.251.167,1423.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,5.0,3.0,1.0,,5.0,243.0,CBC1_1677959355_6,,6.0,8.0,4.0,3.0,10.0,6.0,7.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,6.0,4.0,4.0,6.0,3.0,5.0,,5d0c3381da7493001ab3a903,shoes,car,watch,1.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,4.0,4.0,I like a mix of the old traditional look with a touch of modern (nice contrast as well- black w/silver and gold).  I also usually prefer a larger watch face.,4.0,4.0,5.0,7.0,1.0,5.0,3.0,4.0,4.0,7.0,130.0,8.0,16.0,-0.5,1.0,0.5,1.5,1.0,1.0,1.5,1.0,0.0
244,5.0,1.0,08 Mar 2023 - 20:05:29 EST,08 Mar 2023 - 20:11:21 EST,352.0,347.0,1678323929.0,1678324281.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,98.97.83.74,1511.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,5.0,3.0,1.0,,2.0,244.0,CBC1_1677959355_6,,10.0,10.0,7.0,5.0,11.0,9.0,15.0,3.0,4.0,10.0,6.0,4.0,3.0,3.0,7.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,55c694e3fdf99b6c4f28595f,shoe,car,watch,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,A sporty rolex in silver/gold with a dark colored face with a dark brown or black leather band. Something that blends classic and modern styling. A couple of extra dials or features are nice but I am find with something basic depending on the watch.,5.0,5.0,4.0,6.0,2.0,5.0,3.0,3.0,3.0,9.0,180.0,7.0,13.0,-0.5,-2.0,-0.5,1.5,2.0,2.0,0.5,1.0,0.0
245,5.0,1.0,08 Mar 2023 - 20:05:30 EST,08 Mar 2023 - 20:11:41 EST,371.0,368.0,1678323930.0,1678324301.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63",Windows 10.0,Edg 110.0.1587.63,2603:8090:1600:13b7:1645:e6e8:ffa3:37b2,1856.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,5.0,2.0,1.0,,2.0,245.0,CBC1_1677959355_6,,8.0,65.0,35.0,31.0,15.0,17.0,6.0,4.0,4.0,8.0,6.0,7.0,13.0,4.0,3.0,5.0,3.0,6.0,3.0,6.0,3.0,8.0,,628ecc32276d54517f4c004d,Shoes,cars,watches,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,"I like silver, so anything that has that shine can have my money.",5.0,5.0,5.0,6.0,1.0,6.0,3.0,4.0,6.0,10.0,53.0,14.0,18.0,-1.5,-2.0,-0.5,2.5,2.0,2.0,1.5,1.0,-1.0
246,5.0,1.0,08 Mar 2023 - 20:05:56 EST,08 Mar 2023 - 20:08:16 EST,140.0,139.0,1678323956.0,1678324096.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2600:8803:749c:6c00:5d40:b50a:452e:b493,1349.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,5.0,3.0,1.0,,4.0,246.0,CBC1_1677959355_6,,4.0,5.0,3.0,5.0,8.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,62d38f10654f3fc8a393b551,shoes,cars,watches,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,6.0,"Since I've got a smart watch, I couldn't go back to a normal watch, so I want something that looks nice and has many different features that work with my phone.",4.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,6.0,43.0,7.0,10.0,-0.5,0.0,-3.5,1.5,1.0,1.0,-0.5,1.0,0.0
247,5.0,1.0,08 Mar 2023 - 20:06:17 EST,08 Mar 2023 - 20:10:00 EST,223.0,221.0,1678323977.0,1678324200.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",Mac OS X 10.15.7,Safari 16.1,108.55.119.5,1743.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,5.0,3.0,1.0,,2.0,247.0,CBC1_1677959355_6,,12.0,14.0,7.0,6.0,15.0,9.0,6.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,,62fd65d2cb867728e4015273,shoes,cars,watches,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,5.0,"Dark in color, functional and aesthetically pleasing design.",3.0,3.0,3.0,11.0,1.0,6.0,4.0,3.0,9.0,12.0,49.0,14.0,16.0,-0.5,-2.0,4.5,2.5,0.0,0.0,-0.5,1.0,-2.0
