sys_RespNum,Task,Concept,dialcolor,dialshape,strapcolor,dialsize,knobsize,rimcolor,Response
96,6,2,1,3,1,2,1,2,1
96,7,1,2,2,1,2,2,3,1
96,7,2,2,3,2,3,2,2,0
96,8,1,1,1,3,3,3,1,1
96,8,2,3,3,2,1,1,3,0
96,9,1,2,1,1,1,1,1,1
96,9,2,2,2,2,2,2,2,0
96,10,1,3,2,2,3,1,1,0
96,10,2,1,3,3,1,3,2,1
96,11,1,3,1,1,1,2,3,1
96,11,2,1,2,2,2,1,1,0
96,12,1,3,3,3,2,2,2,1
96,12,2,2,3,1,3,3,3,0
96,13,1,3,2,1,2,1,1,0
96,13,2,2,1,3,3,2,2,1
96,14,1,1,2,1,3,1,3,1
96,14,2,3,1,2,1,3,2,0
96,15,1,1,3,3,2,1,1,1
96,15,2,1,1,2,3,2,3,0
97,1,1,1,1,1,1,1,1,1
97,1,2,3,3,3,3,3,3,0
97,2,1,3,3,3,3,3,3,0
97,2,2,1,1,1,1,1,1,1
97,3,1,1,1,1,1,1,1,1
97,3,2,3,3,3,3,3,3,0
97,4,1,3,1,1,2,2,3,1
97,4,2,2,2,3,1,2,2,0
97,5,1,2,3,2,1,1,2,1
97,5,2,2,2,2,2,3,1,0
97,6,1,3,3,2,3,2,3,1
97,6,2,1,1,3,2,3,1,0
97,7,1,1,3,1,3,3,1,1
97,7,2,3,2,3,1,1,3,0
97,8,1,3,2,1,1,3,3,1
97,8,2,3,1,2,2,1,2,0
97,9,1,2,2,3,1,3,2,0
97,9,2,2,3,1,3,2,1,1
97,10,1,1,3,1,1,2,3,1
97,10,2,1,1,3,2,1,2,0
97,11,1,2,3,2,2,3,1,1
97,11,2,2,1,3,3,1,1,0
97,12,1,3,1,2,3,3,2,0
97,12,2,1,2,1,1,2,2,1
97,13,1,3,2,3,1,2,1,0
97,13,2,1,1,2,2,1,3,1
97,14,1,2,2,3,2,3,3,0
97,14,2,3,3,1,3,1,2,1
97,15,1,1,3,1,3,2,1,0
97,15,2,2,1,1,1,3,3,1
101,1,1,1,1,1,1,1,1,1
101,1,2,3,3,3,3,3,3,0
101,2,1,3,3,3,3,3,3,0
101,2,2,1,1,1,1,1,1,1
101,3,1,1,1,1,1,1,1,1
101,3,2,3,3,3,3,3,3,0
101,4,1,2,2,2,2,2,2,0
101,4,2,3,1,1,1,1,3,1
101,5,1,1,3,1,2,2,1,1
101,5,2,2,3,3,3,3,3,0
101,6,1,3,1,2,1,3,1,1
101,6,2,1,1,2,3,1,2,0
101,7,1,2,2,2,2,3,2,1
101,7,2,1,2,3,3,2,3,0
101,8,1,2,1,1,2,3,1,1
101,8,2,3,3,3,3,1,2,0
101,9,1,1,2,3,2,2,3,0
101,9,2,3,3,1,1,1,1,1
101,10,1,3,2,1,3,3,2,1
101,10,2,1,1,2,2,2,3,0
101,11,1,2,3,3,1,2,1,0
101,11,2,3,1,3,3,1,3,1
101,12,1,2,2,3,1,3,2,0
101,12,2,1,3,1,2,1,1,1
101,13,1,1,1,2,1,1,1,0
101,13,2,3,2,1,1,3,3,1
101,14,1,2,3,1,3,2,3,1
101,14,2,1,2,2,2,1,1,0
101,15,1,3,1,3,1,2,2,0
101,15,2,1,3,2,3,3,3,1
102,1,1,1,1,1,1,1,1,1
102,1,2,3,3,3,3,3,3,0
102,2,1,3,3,3,3,3,3,0
102,2,2,1,1,1,1,1,1,1
102,3,1,1,1,1,1,1,1,1
102,3,2,3,3,3,3,3,3,0
102,4,1,2,1,2,2,2,2,0
102,4,2,1,2,1,3,1,1,1
102,5,1,2,3,3,1,3,2,1
102,5,2,3,1,3,2,1,2,0
102,6,1,3,3,3,2,3,3,0
102,6,2,2,2,2,3,1,1,1
102,7,1,3,3,2,1,1,3,0
102,7,2,1,2,1,2,2,2,1
102,8,1,1,2,1,3,3,1,1
102,8,2,2,1,3,2,2,3,0
102,9,1,3,2,1,1,2,1,1
102,9,2,3,1,2,3,3,2,0
102,10,1,1,3,1,1,3,3,1
102,10,2,2,3,3,2,3,1,0
102,11,1,2,2,3,3,2,2,1
102,11,2,3,3,2,2,1,1,0
102,12,1,1,3,2,3,3,1,1
102,12,2,2,1,1,1,2,2,0
102,13,1,2,1,1,2,1,1,1
102,13,2,3,1,3,1,2,3,0
102,14,1,1,2,2,3,1,3,1
102,14,2,1,3,3,3,2,2,0
102,15,1,2,1,2,1,3,3,0
102,15,2,3,2,1,2,1,2,1
103,1,1,1,1,1,1,1,1,1
103,1,2,3,3,3,3,3,3,0
103,2,1,3,3,3,3,3,3,0
103,2,2,1,1,1,1,1,1,1
103,3,1,1,1,1,1,1,1,1
103,3,2,3,3,3,3,3,3,0
103,4,1,1,2,2,1,3,2,1
103,4,2,2,1,3,3,2,1,0
103,5,1,3,3,2,2,1,3,0
103,5,2,2,1,1,3,1,3,1
103,6,1,1,3,3,1,1,1,1
103,6,2,2,2,1,2,2,2,0
103,7,1,2,1,2,1,2,3,0
103,7,2,3,3,1,2,3,2,1
103,8,1,3,2,3,3,3,1,0
103,8,2,1,3,1,1,3,2,1
103,9,1,3,3,2,3,2,1,1
103,9,2,2,1,2,2,1,3,0
103,10,1,3,2,3,2,3,2,0
103,10,2,1,1,3,1,2,1,1
103,11,1,1,1,1,3,2,3,1
103,11,2,2,2,2,2,1,3,0
103,12,1,3,2,3,1,1,2,1
103,12,2,1,3,2,3,3,2,0
103,13,1,2,3,1,3,1,2,0
103,13,2,3,2,1,1,2,1,1
103,14,1,3,1,2,2,3,1,1
103,14,2,2,3,3,2,2,3,0
103,15,1,1,3,1,1,3,3,1
103,15,2,1,1,3,3,1,2,0
105,1,1,1,1,1,1,1,1,0
105,1,2,3,3,3,3,3,3,1
105,2,1,3,3,3,3,3,3,1
105,2,2,1,1,1,1,1,1,0
105,3,1,1,1,1,1,1,1,0
105,3,2,3,3,3,3,3,3,1
105,4,1,1,3,1,2,1,1,1
105,4,2,3,2,2,3,2,2,0
105,5,1,2,1,3,2,3,2,1
105,5,2,1,2,2,2,2,3,0
105,6,1,3,1,1,3,1,2,0
105,6,2,2,3,2,1,1,3,1
105,7,1,1,2,3,1,3,1,0
105,7,2,2,1,3,3,1,3,1
105,8,1,3,3,1,2,3,3,0
105,8,2,2,2,2,3,2,1,1
105,9,1,1,1,1,1,2,2,1
105,9,2,3,1,1,2,1,1,0
105,10,1,3,3,3,2,2,1,0
105,10,2,1,2,3,3,3,2,1
105,11,1,3,2,1,2,1,3,1
105,11,2,2,3,2,1,3,1,0
105,12,1,3,1,3,1,2,3,1
105,12,2,1,3,2,3,1,3,0
105,13,1,1,1,3,2,3,2,1
105,13,2,2,3,1,3,2,1,0
105,14,1,1,3,2,3,2,2,1
105,14,2,2,2,1,1,1,1,0
105,15,1,1,1,1,2,1,3,1
105,15,2,2,2,2,1,3,2,0
107,1,1,1,1,1,1,1,1,1
107,1,2,3,3,3,3,3,3,0
107,2,1,3,3,3,3,3,3,0
107,2,2,1,1,1,1,1,1,1
107,3,1,1,1,1,1,1,1,1
107,3,2,3,3,3,3,3,3,0
107,4,1,3,1,1,1,3,2,1
107,4,2,1,2,3,2,2,1,0
107,5,1,2,1,2,3,3,2,0
107,5,2,3,2,1,1,1,2,1
107,6,1,2,3,2,2,3,2,0
107,6,2,1,2,3,3,2,3,1
107,7,1,2,3,3,1,2,3,1
107,7,2,1,1,1,3,3,1,0
107,8,1,1,2,2,1,3,3,0
107,8,2,3,3,1,2,1,2,1
107,9,1,2,1,2,2,2,3,0
107,9,2,2,3,1,1,1,1,1
107,10,1,3,3,3,3,1,2,0
107,10,2,2,1,1,2,2,3,1
107,11,1,1,3,3,3,1,1,1
107,11,2,3,2,2,3,3,1,0
107,12,1,1,2,3,1,3,2,1
107,12,2,3,1,3,2,2,3,0
107,13,1,1,1,1,2,2,2,0
107,13,2,2,3,2,1,2,1,1
107,14,1,3,1,2,3,3,3,0
107,14,2,3,2,3,1,1,2,1
107,15,1,1,3,2,3,3,3,1
107,15,2,2,2,2,3,1,1,0
108,1,1,1,1,1,1,1,1,0
108,1,2,3,3,3,3,3,3,1
108,2,1,3,3,3,3,3,3,1
108,2,2,1,1,1,1,1,1,0
108,3,1,1,1,1,1,1,1,0
108,3,2,3,3,3,3,3,3,1
108,4,1,3,1,3,1,1,1,1
108,4,2,2,2,1,2,3,3,0
108,5,1,3,3,1,3,2,2,1
108,5,2,1,3,3,2,1,3,0
108,6,1,2,1,1,1,3,2,1
108,6,2,1,2,2,2,2,2,0
108,7,1,1,1,2,3,1,3,1
108,7,2,2,2,1,1,2,1,0
108,8,1,2,1,3,3,3,1,0
108,8,2,3,3,1,2,3,2,1
108,9,1,1,2,2,1,1,1,0
108,9,2,2,3,1,3,2,3,1
108,10,1,1,3,3,1,3,3,0
108,10,2,3,1,2,2,2,2,1
108,11,1,3,2,3,2,1,2,1
108,11,2,3,2,1,1,2,1,0
108,12,1,1,3,2,2,1,2,0
108,12,2,2,3,3,3,3,1,1
108,13,1,1,1,1,1,3,1,0
108,13,2,3,1,2,3,2,3,1
108,14,1,3,2,3,2,1,3,1
108,14,2,2,2,3,3,1,3,0
108,15,1,1,1,1,2,3,1,1
108,15,2,2,1,2,1,2,1,0
109,1,1,1,1,1,1,1,1,0
109,1,2,3,3,3,3,3,3,1
109,2,1,3,3,3,3,3,3,1
109,2,2,1,1,1,1,1,1,0
109,3,1,1,1,1,1,1,1,0
109,3,2,3,3,3,3,3,3,1
109,4,1,1,3,3,3,3,2,1
109,4,2,2,3,1,2,1,2,0
109,5,1,3,2,2,3,2,3,1
109,5,2,1,2,1,1,2,2,0
109,6,1,3,1,2,1,1,2,1
109,6,2,2,3,3,1,3,3,0
109,7,1,2,3,2,2,3,1,0
109,7,2,1,1,3,3,1,1,1
109,8,1,1,2,2,2,3,1,0
109,8,2,3,1,1,1,2,3,1
109,9,1,3,3,1,2,2,3,1
109,9,2,2,1,3,3,1,2,0
109,10,1,2,2,3,3,2,3,1
109,10,2,3,2,1,1,3,2,0
109,11,1,2,3,2,2,1,1,0
109,11,2,1,3,1,3,2,3,1
109,12,1,3,2,2,1,1,1,0
109,12,2,1,1,3,2,2,2,1
109,13,1,3,3,1,2,3,3,1
109,13,2,2,2,2,3,3,2,0
109,14,1,1,3,3,1,1,1,1
109,14,2,1,1,1,3,1,1,0
109,15,1,1,2,3,2,2,2,1
109,15,2,2,1,2,1,3,3,0
111,1,1,1,1,1,1,1,1,1
111,1,2,3,3,3,3,3,3,0
111,2,1,3,3,3,3,3,3,0
111,2,2,1,1,1,1,1,1,1
111,3,1,1,1,1,1,1,1,1
111,3,2,3,3,3,3,3,3,0
111,4,1,1,1,3,2,3,3,0
111,4,2,2,2,3,3,1,2,1
111,5,1,2,1,1,2,2,2,1
111,5,2,3,3,2,1,1,3,0
111,6,1,1,3,2,3,3,1,1
111,6,2,3,2,1,1,1,3,0
111,7,1,1,1,1,1,2,2,1
111,7,2,3,2,3,3,1,1,0
111,8,1,1,1,2,2,1,1,1
111,8,2,2,3,3,2,3,1,0
111,9,1,2,3,3,1,2,1,0
111,9,2,3,2,1,3,2,3,1
111,10,1,1,2,2,1,3,3,0
111,10,2,2,3,1,1,3,2,1
111,11,1,2,1,2,2,1,2,0
111,11,2,3,1,1,3,1,1,1
111,12,1,1,3,1,2,2,2,1
111,12,2,3,2,2,3,3,3,0
111,13,1,1,2,2,2,2,1,1
111,13,2,2,3,3,3,1,2,0
111,14,1,3,3,3,1,2,2,1
111,14,2,3,1,3,3,3,3,0
111,15,1,2,2,2,1,3,1,0
111,15,2,1,1,1,1,1,3,1
112,1,1,1,1,1,1,1,1,0
112,1,2,3,3,3,3,3,3,1
112,2,1,3,3,3,3,3,3,1
112,2,2,1,1,1,1,1,1,0
112,3,1,1,1,1,1,1,1,0
112,3,2,3,3,3,3,3,3,1
112,4,1,1,2,1,2,3,2,0
112,4,2,3,3,2,2,2,3,1
112,5,1,1,1,2,3,1,2,1
112,5,2,3,3,3,2,2,1,0
112,6,1,2,2,3,3,3,3,1
112,6,2,2,1,1,3,1,1,0
112,7,1,1,3,3,1,1,1,0
112,7,2,3,3,1,2,3,3,1
112,8,1,2,1,3,2,2,3,1
112,8,2,2,2,2,1,3,2,0
112,9,1,1,1,3,1,1,2,1
112,9,2,3,2,1,3,2,1,0
112,10,1,1,1,2,1,2,3,1
112,10,2,3,3,2,2,3,2,0
112,11,1,2,2,2,2,1,1,0
112,11,2,2,1,1,3,3,2,1
112,12,1,1,3,3,3,2,1,1
112,12,2,1,2,2,1,1,3,0
112,13,1,3,3,1,1,2,2,1
112,13,2,2,1,2,2,3,3,0
112,14,1,2,2,1,3,1,1,0
112,14,2,3,2,3,2,3,3,1
112,15,1,3,1,3,2,1,1,1
112,15,2,1,2,1,1,2,2,0
114,1,1,1,1,1,1,1,1,1
114,1,2,3,3,3,3,3,3,0
114,2,1,3,3,3,3,3,3,0
114,2,2,1,1,1,1,1,1,1
114,3,1,1,1,1,1,1,1,1
114,3,2,3,3,3,3,3,3,0
114,4,1,2,2,1,3,3,3,1
114,4,2,3,1,2,1,3,1,0
114,5,1,2,3,3,2,1,2,1
114,5,2,1,1,2,3,2,2,0
114,6,1,1,3,1,1,1,3,0
114,6,2,2,1,3,2,2,1,1
114,7,1,1,2,3,3,1,3,1
114,7,2,3,2,1,3,2,2,0
114,8,1,2,2,3,3,2,2,1
114,8,2,3,3,1,2,1,1,0
114,9,1,3,3,3,1,3,3,1
114,9,2,3,1,2,2,3,1,0
114,10,1,3,1,3,3,2,3,0
114,10,2,1,3,2,1,1,1,1
114,11,1,1,1,1,3,3,2,1
114,11,2,2,2,2,2,1,1,0
114,12,1,1,2,2,1,1,1,1
114,12,2,2,3,1,2,3,3,0
114,13,1,2,3,2,3,1,2,0
114,13,2,1,2,3,2,2,2,1
114,14,1,3,1,3,3,2,1,0
114,14,2,3,3,1,1,3,3,1
114,15,1,2,2,2,1,2,3,1
114,15,2,1,2,1,2,3,2,0
115,1,1,1,1,1,1,1,1,0
115,1,2,3,3,3,3,3,3,1
115,2,1,3,3,3,3,3,3,1
115,2,2,1,1,1,1,1,1,0
115,3,1,1,1,1,1,1,1,0
115,3,2,3,3,3,3,3,3,1
115,4,1,3,1,1,2,1,2,1
115,4,2,3,1,2,1,2,3,0
115,5,1,2,1,1,1,1,2,0
115,5,2,1,3,2,3,3,1,1
115,6,1,1,3,1,3,1,3,1
115,6,2,3,2,3,2,3,1,0
115,7,1,1,1,2,2,2,1,1
115,7,2,2,3,3,1,2,2,0
115,8,1,3,2,2,3,3,2,1
115,8,2,1,1,3,2,3,3,0
115,9,1,3,2,3,1,3,2,0
115,9,2,2,3,1,3,1,1,1
115,10,1,1,2,2,3,2,3,1
115,10,2,2,3,1,1,2,3,0
115,11,1,1,2,3,3,2,3,1
115,11,2,2,1,3,2,1,1,0
115,12,1,2,2,1,1,3,1,0
115,12,2,3,1,2,2,2,3,1
115,13,1,1,3,2,3,1,2,1
115,13,2,2,1,1,1,3,2,0
115,14,1,3,3,1,3,2,3,1
115,14,2,1,3,3,2,1,1,0
115,15,1,3,2,1,2,3,2,1
115,15,2,2,1,3,1,1,2,0
116,1,1,1,1,1,1,1,1,1
116,1,2,3,3,3,3,3,3,0
116,2,1,3,3,3,3,3,3,0
116,2,2,1,1,1,1,1,1,1
116,3,1,1,1,1,1,1,1,1
116,3,2,3,3,3,3,3,3,0
116,4,1,3,1,3,2,1,1,0
116,4,2,2,3,2,3,3,3,1
116,5,1,1,2,2,1,1,2,1
116,5,2,2,3,2,2,2,1,0
116,6,1,3,3,1,1,3,3,1
116,6,2,1,1,3,3,2,1,0
116,7,1,1,1,2,1,1,2,1
116,7,2,2,2,3,3,3,3,0
116,8,1,3,3,1,1,2,1,1
116,8,2,1,2,2,2,2,1,0
116,9,1,2,1,1,3,3,1,1
116,9,2,1,2,1,2,1,3,0
116,10,1,3,3,2,2,1,2,1
116,10,2,1,1,3,3,3,3,0
116,11,1,3,3,1,1,2,1,1
116,11,2,2,2,2,3,2,2,0
116,12,1,2,2,3,3,1,3,0
116,12,2,3,3,3,1,2,2,1
116,13,1,3,1,2,1,1,2,1
116,13,2,2,2,3,2,3,3,0
116,14,1,3,2,2,3,2,1,0
116,14,2,1,1,1,2,3,1,1
116,15,1,2,1,1,2,2,2,1
116,15,2,1,3,3,1,3,3,0
119,1,1,1,1,1,1,1,1,1
119,1,2,3,3,3,3,3,3,0
119,2,1,3,3,3,3,3,3,0
119,2,2,1,1,1,1,1,1,1
119,3,1,1,1,1,1,1,1,1
119,3,2,3,3,3,3,3,3,0
119,4,1,2,3,2,2,1,1,0
119,4,2,3,2,2,3,3,2,1
119,5,1,1,3,1,1,3,2,1
119,5,2,3,1,3,3,2,3,0
119,6,1,1,2,1,1,1,1,0
119,6,2,2,3,3,2,2,3,1
119,7,1,3,3,3,3,3,1,0
119,7,2,1,2,2,2,1,2,1
119,8,1,2,1,2,2,3,2,0
119,8,2,3,1,2,1,2,3,1
119,9,1,1,3,3,2,1,2,0
119,9,2,2,2,1,3,1,3,1
119,10,1,3,1,3,3,1,2,0
119,10,2,1,3,2,1,2,1,1
119,11,1,2,1,3,1,1,3,0
119,11,2,1,2,1,3,2,1,1
119,12,1,1,2,1,2,3,1,1
119,12,2,2,3,1,1,3,2,0
119,13,1,3,1,2,1,3,3,1
119,13,2,3,2,2,3,2,2,0
119,14,1,2,1,3,2,2,3,0
119,14,2,1,3,2,3,3,1,1
119,15,1,3,1,3,3,1,1,1
119,15,2,2,2,1,1,2,2,0
123,1,1,1,1,1,1,1,1,1
123,1,2,3,3,3,3,3,3,0
123,2,1,3,3,3,3,3,3,0
123,2,2,1,1,1,1,1,1,1
123,3,1,1,1,1,1,1,1,1
123,3,2,3,3,3,3,3,3,0
123,4,1,2,2,3,1,3,3,0
123,4,2,1,2,1,2,1,3,1
123,5,1,1,1,1,3,2,2,1
123,5,2,1,1,3,1,2,1,0
123,6,1,3,3,2,2,1,1,1
123,6,2,2,2,2,1,3,2,0
123,7,1,1,2,1,3,1,3,1
123,7,2,2,1,2,2,2,1,0
123,8,1,1,1,2,3,3,1,1
123,8,2,3,3,3,1,3,3,0
123,9,1,3,3,1,3,2,2,1
123,9,2,1,2,3,2,1,1,0
123,10,1,2,2,3,3,2,3,0
123,10,2,3,1,2,2,1,2,1
123,11,1,2,3,1,1,3,2,0
123,11,2,3,1,3,1,1,1,1
123,12,1,1,2,1,2,3,3,1
123,12,2,2,3,2,3,3,2,0
123,13,1,2,3,1,2,1,3,1
123,13,2,1,1,3,3,2,2,0
123,14,1,1,2,2,1,2,1,0
123,14,2,3,1,1,3,2,1,1
123,15,1,3,2,2,2,3,3,1
123,15,2,2,3,3,1,1,1,0
125,1,1,1,1,1,1,1,1,1
125,1,2,3,3,3,3,3,3,0
125,2,1,3,3,3,3,3,3,0
125,2,2,1,1,1,1,1,1,1
125,3,1,1,1,1,1,1,1,1
125,3,2,3,3,3,3,3,3,0
125,4,1,2,2,1,2,2,3,0
125,4,2,1,1,3,1,2,3,1
125,5,1,3,3,1,2,1,2,1
125,5,2,2,3,2,1,2,1,0
125,6,1,1,2,3,3,2,3,1
125,6,2,3,1,1,3,1,1,0
125,7,1,2,3,1,1,1,1,1
125,7,2,2,1,2,2,3,3,0
125,8,1,1,2,2,1,3,2,1
125,8,2,2,3,3,3,3,3,0
125,9,1,1,1,1,2,2,1,1
125,9,2,3,2,3,3,2,2,0
125,10,1,3,2,3,3,1,3,0
125,10,2,1,1,1,2,3,2,1
125,11,1,2,2,2,2,3,1,0
125,11,2,1,3,2,3,1,3,1
125,12,1,3,1,2,1,2,2,1
125,12,2,2,3,1,3,1,3,0
125,13,1,3,3,1,2,3,2,1
125,13,2,2,2,3,1,2,1,0
125,14,1,1,3,2,2,2,1,1
125,14,2,2,1,3,1,1,2,0
125,15,1,3,2,2,3,2,1,0
125,15,2,1,1,1,1,3,3,1
126,1,1,1,1,1,1,1,1,0
126,1,2,3,3,3,3,3,3,1
126,2,1,3,3,3,3,3,3,1
126,2,2,1,1,1,1,1,1,0
126,3,1,1,1,1,1,1,1,0
126,3,2,3,3,3,3,3,3,1
126,4,1,2,2,1,3,3,3,1
126,4,2,1,2,3,2,1,2,0
126,5,1,1,3,2,1,1,1,0
126,5,2,3,1,3,2,1,1,1
126,6,1,3,3,2,1,2,2,1
126,6,2,2,1,1,3,1,3,0
126,7,1,3,2,3,1,3,1,1
126,7,2,1,3,3,2,2,3,0
126,8,1,2,1,2,3,2,3,1
126,8,2,2,1,1,1,3,2,0
126,9,1,1,3,3,3,3,2,0
126,9,2,1,1,2,2,1,1,1
126,10,1,2,3,1,2,2,2,0
126,10,2,3,2,1,1,3,1,1
126,11,1,2,2,3,3,3,1,0
126,11,2,3,1,3,3,1,3,1
126,12,1,3,2,2,2,2,3,1
126,12,2,1,3,1,3,1,2,0
126,13,1,2,1,2,2,1,2,1
126,13,2,2,2,3,1,3,3,0
126,14,1,1,3,1,3,2,1,0
126,14,2,3,3,1,1,2,3,1
126,15,1,3,1,3,3,3,1,1
126,15,2,2,2,3,1,1,2,0
127,1,1,1,1,1,1,1,1,0
127,1,2,3,3,3,3,3,3,1
127,2,1,3,3,3,3,3,3,1
127,2,2,1,1,1,1,1,1,0
127,3,1,1,1,1,1,1,1,0
127,3,2,3,3,3,3,3,3,1
127,4,1,1,2,1,1,1,3,0
127,4,2,3,2,2,2,3,2,1
127,5,1,1,1,2,2,2,1,1
127,5,2,3,3,3,1,3,3,0
127,6,1,1,1,1,3,2,2,1
127,6,2,2,3,2,2,1,3,0
127,7,1,3,3,1,3,1,1,1
127,7,2,2,1,3,1,2,2,0
127,8,1,2,2,1,2,3,1,0
127,8,2,1,3,2,2,3,3,1
127,9,1,1,1,2,1,1,2,1
127,9,2,3,2,1,2,2,1,0
127,10,1,3,2,2,3,1,3,1
127,10,2,1,3,3,3,2,1,0
127,11,1,2,1,1,1,3,3,0
127,11,2,2,3,2,1,1,2,1
127,12,1,3,2,3,2,1,2,0
127,12,2,1,1,2,3,3,1,1
127,13,1,1,3,3,1,3,1,0
127,13,2,3,2,3,2,2,3,1
127,14,1,3,3,1,3,3,3,1
127,14,2,2,2,3,2,2,2,0
127,15,1,1,3,1,1,2,2,1
127,15,2,2,1,2,2,1,1,0
128,1,1,1,1,1,1,1,1,1
128,1,2,3,3,3,3,3,3,0
128,2,1,3,3,3,3,3,3,0
128,2,2,1,1,1,1,1,1,1
128,3,1,1,1,1,1,1,1,1
128,3,2,3,3,3,3,3,3,0
128,4,1,1,1,3,1,2,3,0
128,4,2,2,2,2,3,3,2,1
128,5,1,1,3,3,3,3,3,0
128,5,2,3,1,1,1,1,1,1
128,6,1,3,3,1,2,3,2,0
128,6,2,2,1,2,3,1,1,1
128,7,1,3,2,2,3,2,2,1
128,7,2,1,1,1,1,1,3,0
128,8,1,1,2,3,2,1,1,1
128,8,2,2,1,1,1,2,2,0
128,9,1,2,2,3,3,3,1,0
128,9,2,3,3,2,1,2,3,1
128,10,1,2,3,3,2,1,3,0
128,10,2,1,1,1,2,3,2,1
128,11,1,1,2,2,1,3,3,0
128,11,2,3,1,3,2,2,1,1
128,12,1,2,3,2,2,2,1,1
128,12,2,1,2,1,3,1,2,0
128,13,1,2,1,3,3,2,3,0
128,13,2,3,2,2,3,1,1,1
128,14,1,3,3,1,1,3,1,1
128,14,2,2,3,3,2,1,2,0
128,15,1,1,2,1,3,3,3,1
128,15,2,3,1,2,2,3,2,0
129,1,1,1,1,1,1,1,1,1
129,1,2,3,3,3,3,3,3,0
129,2,1,3,3,3,3,3,3,0
129,2,2,1,1,1,1,1,1,1
129,3,1,1,1,1,1,1,1,1
129,3,2,3,3,3,3,3,3,0
129,4,1,2,3,2,3,2,1,0
129,4,2,3,1,3,1,2,2,1
129,5,1,2,3,1,1,2,1,0
129,5,2,1,2,1,2,1,3,1
129,6,1,3,2,3,3,1,3,0
129,6,2,1,1,2,1,1,2,1
129,7,1,3,3,2,3,3,3,1
129,7,2,1,2,3,1,3,1,0
129,8,1,2,2,1,3,2,2,1
129,8,2,2,1,1,2,3,3,0
129,9,1,3,3,3,1,1,2,1
129,9,2,1,3,2,2,2,1,0
129,10,1,2,2,3,1,2,3,0
129,10,2,1,1,2,3,3,1,1
129,11,1,3,1,1,2,1,3,1
129,11,2,1,1,3,3,2,2,0
129,12,1,3,2,1,1,1,1,1
129,12,2,1,2,2,2,3,2,0
129,13,1,3,1,2,1,3,1,0
129,13,2,2,3,1,2,1,2,1
129,14,1,2,2,2,3,2,3,1
129,14,2,1,3,3,1,1,2,0
129,15,1,1,1,3,2,2,3,0
129,15,2,3,3,1,3,1,1,1
131,1,1,1,1,1,1,1,1,1
131,1,2,3,3,3,3,3,3,0
131,2,1,3,3,3,3,3,3,0
131,2,2,1,1,1,1,1,1,1
131,3,1,1,1,1,1,1,1,1
131,3,2,3,3,3,3,3,3,0
131,4,1,1,3,2,1,3,2,1
131,4,2,2,2,1,1,1,3,0
131,5,1,3,2,3,2,1,2,1
131,5,2,1,1,3,2,2,1,0
131,6,1,2,1,1,1,3,2,0
131,6,2,1,3,1,1,2,1,1
131,7,1,3,3,2,3,2,3,1
131,7,2,2,2,3,3,1,1,0
131,8,1,1,1,2,3,1,3,0
131,8,2,2,2,1,2,3,1,1
131,9,1,1,1,2,1,3,2,0
131,9,2,3,3,3,2,2,3,1
131,10,1,1,2,2,1,2,2,1
131,10,2,2,1,3,3,3,3,0
131,11,1,3,1,2,2,2,1,1
131,11,2,1,3,1,1,1,2,0
131,12,1,2,3,3,3,2,1,0
131,12,2,3,2,1,2,3,1,1
131,13,1,1,2,2,1,1,3,0
131,13,2,3,1,1,3,1,3,1
131,14,1,2,3,1,2,1,1,1
131,14,2,1,3,3,3,3,2,0
131,15,1,2,1,1,2,2,2,0
131,15,2,3,2,2,1,2,3,1
132,1,1,1,1,1,1,1,1,0
132,1,2,3,3,3,3,3,3,1
132,2,1,3,3,3,3,3,3,1
132,2,2,1,1,1,1,1,1,0
132,3,1,1,1,1,1,1,1,0
132,3,2,3,3,3,3,3,3,1
132,4,1,3,3,2,1,3,1,1
132,4,2,2,1,3,2,3,2,0
132,5,1,1,2,3,2,1,1,1
132,5,2,1,3,2,3,2,3,0
132,6,1,2,2,2,1,1,2,0
132,6,2,3,1,1,3,3,2,1
132,7,1,1,2,1,3,1,2,0
132,7,2,3,3,3,1,3,3,1
132,8,1,2,1,3,2,1,3,0
132,8,2,3,2,2,2,2,1,1
132,9,1,1,3,1,3,2,1,1
132,9,2,2,1,3,1,2,3,0
132,10,1,2,2,2,3,3,3,0
132,10,2,1,1,3,1,1,1,1
132,11,1,1,2,1,1,3,3,0
132,11,2,3,3,3,2,1,2,1
132,12,1,2,3,3,3,3,2,1
132,12,2,3,1,1,2,2,2,0
132,13,1,1,3,2,2,3,3,1
132,13,2,2,2,3,1,1,1,0
132,14,1,2,1,1,3,1,2,0
132,14,2,3,1,2,1,2,1,1
132,15,1,3,2,1,2,3,1,1
132,15,2,1,3,2,1,2,3,0
137,1,1,1,1,1,1,1,1,1
137,1,2,3,3,3,3,3,3,0
137,2,1,3,3,3,3,3,3,0
137,2,2,1,1,1,1,1,1,1
137,3,1,1,1,1,1,1,1,1
137,3,2,3,3,3,3,3,3,0
137,4,1,1,2,3,2,2,2,0
137,4,2,2,1,2,3,2,1,1
137,5,1,3,2,2,1,3,2,1
137,5,2,3,3,1,2,1,3,0
137,6,1,1,2,1,1,1,3,1
137,6,2,2,3,3,3,2,3,0
137,7,1,3,1,2,2,3,1,1
137,7,2,2,3,1,3,1,2,0
137,8,1,1,1,3,1,1,1,0
137,8,2,2,3,1,2,2,2,1
137,9,1,3,1,3,1,2,3,0
137,9,2,1,1,2,3,3,1,1
